一级分类,二级分类,节点ID,课程编号,课件名称,授课人,职务,课时(分),格式,课程简介,制作时间,API文档ID,API文件名,API分类
"二十大精神学习","全面从严治党","comprehensive-strict-governance","GC03I0116085_1608","精准扶贫中的基层组织建设","王道勇","",64,"精品三分屏","本课程由中央党校科社教研部教授王道勇主讲，主要内容有：一、精准扶贫中基层组织建设面临的问题；二、精准扶贫中基层组织建设的基本举措。",2016.8,"","",""
"二十大精神学习","全面从严治党","comprehensive-strict-governance","GC03N0217025_1702","建立现代财政制度：从政府工具到法治平台","刘乐峥","",23,"精品三分屏","本课程由中央财经大学教授刘乐峥主讲，主要内容有：一、财政是国家治理的基础和重要支柱；二、国家治理的目标；三、财政与法治、素质。",2017.2,"","",""
"二十大精神学习","全面从严治党","comprehensive-strict-governance","GC03C0816125_1702","推进与房地产相关的制度改革","贾康","",25,"精品三分屏","本课程由华夏新供给经济学研究院院长贾康主讲，主要内容包括：一、房地产业健康发展的治本之道；二、从重庆案例看四大制度改革；三、房地产税改革。",2016.12,"","",""
"二十大精神学习","全面从严治党","comprehensive-strict-governance","GC03N0617025_1703","推进养老保险制度改革","郑秉文","",30,"精品三分屏","本课程由中国社会科学院研究员郑秉文主讲，主要内容有：一、中央经济工作会议关于养老保险改革的内容及其解读；二、基本养老保险降费的大背景和大形势；三、推进养老保险制度改革的措施。",2017.2,"","",""
"二十大精神学习","全面从严治党","comprehensive-strict-governance","GC03I1017035_1704","深化审批制度改革若干问题（上）","杨小军","",55,"精品三分屏","本课程是《深化审批制度改革若干问题》系列课程的上半部分，由国家行政学院法学部副主任杨小军教授主讲，主要内容有：一、行政审批制度改革的前世今生；二、行政审批权集中入驻；三、行政审批机构和其他部门的权力边",2017.3,"","",""
"二十大精神学习","全面从严治党","comprehensive-strict-governance","GC03I1117035_1704","深化审批制度改革若干问题（下）","杨小军","",53,"精品三分屏","本课程是《深化审批制度改革若干问题》系列课程的下半部分，由国家行政学院法学部副主任杨小军教授主讲，主要内容有：行政审批机构和其他部门的权力边界衔接；内部规范；信息平台建设；监管机制。",2017.3,"","",""
"二十大精神学习","全面从严治党","comprehensive-strict-governance","GC03N0818115_1811","社会主义企业制度与国企改革","刘江宁","",45,"精品三分屏","本课程由对外经济贸易大学副教授刘江宁主讲，主要内容包括：一、对社会主义企业制度的认识；二、社会主义企业制度变革的影响因素；三、国有企业的改革与创新。",2018.11,"","",""
"二十大精神学习","全面从严治党","comprehensive-strict-governance","NGC03I0819035_1903","协调推进“四个全面”战略布局（上）","李海青","",36,"专家讲授精制视频","本课程由中共中央党校(国家行政学院)马克思主义理论学院教授李海青主讲，主要内容有：一、总论：“四个全面”战略布局；二、目标：全面建成小康社会；三、动力：全面深化改革。",2019.3,"ab0e085d-01ad-5b3b-a8d3-610f3ebd9141","协调推进“四个全面”战略布局（上）","政治理论"
"二十大精神学习","全面从严治党","comprehensive-strict-governance","NGC03I0919035_1903","协调推进“四个全面”战略布局（下）","李海青","",24,"专家讲授精制视频","本课程由中共中央党校(国家行政学院)马克思主义理论学院教授李海青主讲，主要内容有：四、保障：全面依法治国；五、关键：全面从严治党。",2019.3,"9c69e352-4b92-5f75-9d35-5d376c58f977","协调推进“四个全面”战略布局（下）","政治理论"
"二十大精神学习","全面从严治党","comprehensive-strict-governance","NGC03I0522055_2205","全国碳市场制度建设","佟庆","",39,"专家讲授精制视频","本课程由清华大学能源环境经济研究所副教授佟庆主讲，主要内容有：一、碳市场政策背景；二、碳市场基本原理；三、《全国碳排放权交易市场建设方案（发电行业）》要点。",2022.5,"","",""
"二十大精神学习","全面从严治党","comprehensive-strict-governance","NGC03I1122095_2209","学习新时代统计制度（上）","周睿志","",39,"专家讲授精制视频","本课程是《学习新时代统计制度》系列课程的第一部分，由北方工业大学宪法与行政法研究中心执行主任周睿志主讲，主要内容有：一、中国统计事业的历史与原理。",2022.9,"","",""
"二十大精神学习","全面从严治党","comprehensive-strict-governance","NGC03I1222095_2209","学习新时代统计制度（中）","周睿志","",35,"专家讲授精制视频","本课程是《学习新时代统计制度》系列课程的第二部分，由北方工业大学宪法与行政法研究中心执行主任周睿志主讲，主要内容有：二、统计的具体实施；三、统计违法责任。",2022.9,"","",""
"二十大精神学习","全面从严治党","comprehensive-strict-governance","NGC03I1322095_2209","学习新时代统计制度（下）","周睿志","",34,"专家讲授精制视频","本课程是《学习新时代统计制度》系列课程的第三部分，由北方工业大学宪法与行政法研究中心执行主任周睿志主讲，主要内容有：三、统计违法责任；四、当前我国统计事业的状况与远景。",2022.9,"","",""
"二十大精神学习","全面从严治党","comprehensive-strict-governance","GC04I0916105_1611","当前完善政府问责制度的热点重点难点问题","李军鹏","",61,"精品三分屏","本课程由国家行政学院公共管理教研部教授李军鹏主讲，主要内容有：一、当前政府问责制度的热点重点难点问题；二、解决当前政府问责热点重点难点问题的基本思路；三、建立与完善现代政府问责制度的目标与对策。",2016.1,"901411bc-986e-53a7-a024-0556dd3725a6","当前完善政府问责制度的热点重点难点问题","国家治理"
"二十大精神学习","全面从严治党","comprehensive-strict-governance","GC04I1617065_1706","深入推进“两学一做”学习教育常态化、制度化","刘春","",63,"精品三分屏","本课程由中央党校研究生院副院长刘春主讲，主要内容包括：一、“两学一做”学习教育常态化、制度化的重大意义；二、明确“两学一做”学习教育常态化、制度化的基本目标要求；三、精心安排学习内容；四、引导党员做到",2017.6,"","",""
"二十大精神学习","全面从严治党","comprehensive-strict-governance","GC04N2517095_1709","坚定不移推动全面从严治党向纵深发展——学习贯彻习近平总书记“7.26”重要讲话精神（上）","韩丽纮","",38,"精品三分屏","本课程是《坚定不移推动全面从严治党向纵深发展——学习贯彻习近平总书记“7.26”重要讲话精神》系列课程的上半部分，由中国石油大学马克思主义学院副教授韩丽纮主讲，主要内容有：一、中国共产党的执政地位是历",2017.9,"","",""
"二十大精神学习","全面从严治党","comprehensive-strict-governance","GC04N2617095_1709","坚定不移推动全面从严治党向纵深发展——学习贯彻习近平总书记“7.26”重要讲话精神（下）","韩丽纮","",34,"精品三分屏","本课程是《坚定不移推动全面从严治党向纵深发展——学习贯彻习近平总书记“7.26”重要讲话精神》系列课程的下半部分，由中国石油大学马克思主义学院副教授韩丽纮主讲，主要内容有：五、党的十八大以来全面从严治",2017.9,"","",""
"二十大精神学习","全面从严治党","comprehensive-strict-governance","GC04A1518065_1808","中国养老保险制度改革的基本历程","乔庆梅","",34,"精品三分屏","本课程由中国人民大学劳动人事学院乔庆梅副教授主讲，主要内容有：一、养老保险制度简介；二、中国养老保险制度改革基本历程。",2018.6,"","",""
"二十大精神学习","全面从严治党","comprehensive-strict-governance","GC04A1518065_1809","机关事业单位养老保险制度实施现状及问题","乔庆梅","",21,"精品三分屏","本课程由中国人民大学劳动人事学院乔庆梅副教授主讲，主要内容有：一、机关事业单位养老保险制度发展的成就；二、机关事业单位养老保险制度发展面临的问题。",2018.6,"","",""
"二十大精神学习","全面从严治党","comprehensive-strict-governance","GC05I2015025_1505","党政领导干部选拔任用制度分析","张博","",50,"精品三分屏","本课程由北京大学政府管理学院政治学理论专业博士张博主讲，主要内容包括：一、党政领导干部选拔任用制度的基本沿革；二、《干部任用条例》修订的背景和特点；三、《干部任用条例》修订的主要内容。",2015.1,"c689e3fa-c556-56a0-8621-65d8ee76c838","党政领导干部选拔任用制度分析","政治理论"
"二十大精神学习","全面从严治党","comprehensive-strict-governance","GC05I0615055_1506","全面加强基层党组织建设","郑琦","",54,"精品三分屏","本课程由中央党校党建部副教授郑琦主讲，主要内容有：一、基层组织是党的全部工作和战斗力的基础；二、从严抓好三型基层党组织建设；三、从严抓好基层党员队伍管理。",2015.5,"","",""
"二十大精神学习","全面从严治党","comprehensive-strict-governance","GC05I1315065_1507","全面从严治党，努力营造良好政治生态","刘春","",60,"精品三分屏","本课程由中央党校研究生院副院长、教授刘春主讲，主要内容有：一、什么是政治生态；二、营造良好政治生态的重要途径和手段。",2015.6,"","",""
"二十大精神学习","全面从严治党","comprehensive-strict-governance","GC05I1716105_1611","全面推行政府权力清单制度","李军鹏","",61,"精品三分屏","本课程由国家行政学院公共管理教研部教授李军鹏主讲，主要内容有：一、政府权力清单制度改革的内容与重大意义；二、推行政府权力清单制度的进展与存在的主要问题；三、完善政府权力清单制度的目标、主要任务与对策。",2016.1,"2ed9803e-0c2a-5750-8508-abaadfde3ea0","全面推行政府权力清单制度","国家治理"
"二十大精神学习","全面从严治党","comprehensive-strict-governance","GC05I2617125_1712","新时代健全人民当家作主制度体系","李军鹏","",60,"精品三分屏","本课程由国家行政学院教授、博士生导师李军鹏主讲，主要内容有：一、什么是人民当家作主制度体系；二、新时代为什么要健全人民当家作主制度体系；三、健全人民当家作主制度体系、发展社会主义民主政治的主要任务。",2017.12,"","",""
"二十大精神学习","全面从严治党","comprehensive-strict-governance","GC05A1918105_1810","如何扎实践行新时代党的组织路线","曹鹏飞","",37,"精品三分屏","本课程由中共中央党校党建部教授曹鹏飞主讲，主要内容有：一、建设忠诚干净担当的高素质干部队伍是关键；二、加快实施人才强国战略；三、培养造就一代又一代可靠接班人；四、完善组织保障措施。",2018.1,"","",""
"二十大精神学习","全面从严治党","comprehensive-strict-governance","GC05A2018105_1810","深刻理解新时代党的组织路线的内涵","曹鹏飞","",28,"精品三分屏","本课程由中共中央党校党建部教授曹鹏飞主讲，主要内容有：一、为什么要提出新时代党的组织路线；二、新时代党的组织路线的内涵；三、新时代党的组织路线调整的特点。",2018.1,"","",""
"二十大精神学习","全面从严治党","comprehensive-strict-governance","GC05A2118105_1810","新时代党的组织路线提出的客观背景","曹鹏飞","",35,"精品三分屏","本课程由中共中央党校党建部教授曹鹏飞主讲，主要内容有：一、中国经济传统发展模式终结的必然性；二、中国经济发展自身规律的影响；三、中国经济周期对共产党政治周期的影响。",2018.1,"","",""
"二十大精神学习","全面从严治党","comprehensive-strict-governance","NGC05I2719035_1904","在知行合一中主动担当作为——学习贯彻《关于加强党的政治建设的意见》","石国亮","",25,"专家讲授精制视频","本课程由首都师范大学马克思主义学院教授、博士生导师石国亮主讲，主要内容有：一、《意见》出台的时代背景和重大意义；二、《意见》的突出特点、框架结构和主要内容。",2019.3,"","",""
"二十大精神学习","全面从严治党","comprehensive-strict-governance","NGC05I2819035_1904","《关于加强党的政治建设的意见》解读——加强党的政治建设的总体要求和基本原则","石国亮","",28,"专家讲授精制视频","本课程由首都师范大学马克思主义学院教授、博士生导师石国亮主讲，主要内容有：一、党的政治建设的指导思想和目标要求；二、党的政治建设的目的；三、党的政治建设的基本原则；四、《关于加强党的政治建设的意见》的",2019.3,"","",""
"二十大精神学习","全面从严治党","comprehensive-strict-governance","NGC05I1819045_1905","讲政治的优良传统和时代价值——学习贯彻《关于加强党的政治建设的意见》（上）","石国亮","",28,"专家讲授精制视频","本课程由首都师范大学马克思主义学院教授、博士生导师石国亮主讲，主要内容有：一、旗帜鲜明讲政治是我们党作为马克思主义政党的根本要求；二、讲政治是我们党的优良传统。",2019.4
,"","",""
"二十大精神学习","全面从严治党","comprehensive-strict-governance","NGC05I1919045_1905","讲政治的优良传统和时代价值——学习贯彻《关于加强党的政治建设的意见》（下）","石国亮","",32,"专家讲授精制视频","本课程由首都师范大学马克思主义学院教授、博士生导师石国亮主讲，主要内容有：三、讲政治的时代价值；四、加强党的政治建设是一项重大艰巨的政治任务。",2019.4
,"","",""
"二十大精神学习","全面从严治党","comprehensive-strict-governance","GC05I0519065_1907","强化组织实施——学习贯彻《中共中央关于加强党的政治建设的意见》","石国亮","",55,"精品三分屏","本课程由首都师范大学政法学院副教授石国亮主讲，主要内容有：一、落实领导责任；二、抓住“关键少数”；三、强化制度保障；四、加强监督问责。",2019.6,"","",""
"二十大精神学习","全面从严治党","comprehensive-strict-governance","GC05I0619065_1907","提高政治能力——《关于加强党的政治建设的意见》解读（上）","刘春","",29,"精品三分屏","本课程由中共中央党校（国家行政学院）研究生院原副院长刘春教授主讲，主要内容有：一、增强党组织政治功能；二、彰显国家机关政治属性；三、发挥群团组织政治作用。",2019.6,"","",""
"二十大精神学习","全面从严治党","comprehensive-strict-governance","GC05I0719065_1907","提高政治能力——《关于加强党的政治建设的意见》解读（下）","刘春","",32,"精品三分屏","本课程由中共中央党校（国家行政学院）研究生院原副院长刘春教授主讲，主要内容有：四、强化国有企事业单位政治导向；五、提高党员干部政治本领。",2019.6,"","",""
"二十大精神学习","全面从严治党","comprehensive-strict-governance","NGC05I0819065_1907","净化政治生态——《关于加强党的政治建设的意见》解读（上）","刘春","",38,"专家讲授精制视频","本课程由中共中央党校（国家行政学院）研究生院原副院长刘春教授主讲，主要内容有：一、严肃党内政治生活；二、严明党的政治纪律和政治规矩。",2019.6,"","",""
"二十大精神学习","全面从严治党","comprehensive-strict-governance","NGC05I0919065_1907","净化政治生态——《关于加强党的政治建设的意见》解读（下）","刘春","",27,"专家讲授精制视频","本课程由中共中央党校（国家行政学院）研究生院原副院长刘春教授主讲，主要内容有：三、发展积极健康的党内政治文化；四、突出政治标准选人用人；五、永葆清正廉洁的政治本色。",2019.6,"","",""
"二十大精神学习","全面从严治党","comprehensive-strict-governance","GC05I1119085_1908","《党政领导干部选拔任用工作条例》修改背景和主要看点","任进","",29,"精品三分屏","本课程由中共中央党校（国家行政学院）政治和法律教研部教授、博士生导师任进主讲，主要内容有：一、《党政领导干部选拔任用工作条例》修订背景；二、修订《党政领导干部选拔任用工作条例》的总体考虑和意义；三、《",2019.8,"","",""
"二十大精神学习","全面从严治党","comprehensive-strict-governance","GC05N0319115_1912","加强党内政治文化建设，净化政治生态（上）","冯颜利","",42,"精品三分屏","本课程由中国社会科学院哲学所副所长冯颜利教授主讲，主要内容有：一、何谓政治文化、何谓政治生态；二、为何要重视政治文化和政治生态；三、党的十八大以来，加强党内政治文化建设、净化政治生态取得的成绩。",2019.11,"","",""
"二十大精神学习","全面从严治党","comprehensive-strict-governance","GC05N0419115_1912","加强党内政治文化建设，净化政治生态（下）","冯颜利","",23,"精品三分屏","本课程由中国社会科学院哲学所副所长冯颜利教授主讲，主要内容有：党的十八大以来，加强党内政治文化建设、净化政治生态取得的成绩；怎样进一步加强党内政治文化、净化政治生态。",2019.11,"","",""
"二十大精神学习","全面从严治党","comprehensive-strict-governance","HGC05I0521115_2112","加强基层党组织建设（上）","王瑜","",27,"精品三分屏","本课程是《加强基层党组织建设》系列课程的上半部分，由中央党校（国家行政学院）党的建设教研部统战教研室主任王瑜主讲，主要内容有：一、突出政治功能；二、抓好党员理想信念教育；三、从严管理党员；四、抓好监督",2021.11,"","",""
"二十大精神学习","全面从严治党","comprehensive-strict-governance","HGC05I0621115_2112","加强基层党组织建设（下）","王瑜","",29,"精品三分屏","本课程是《加强基层党组织建设》系列课程的下半部分，由中央党校（国家行政学院）党的建设教研部统战教研室主任王瑜主讲，主要内容有：四、抓好监督执纪；五、加强党支部建设。",2021.11,"","",""
"二十大精神学习","全面从严治党","comprehensive-strict-governance","NGC05I0823025_2303","新时代加强“两新”党组织建设（上）","孙林","",30,"专家讲授精制视频","习近平总书记在党的二十大报告中指出，要加强新经济组织、新社会组织党的建设，把基层党组织建设成为有效实现党的领导的坚强战斗堡垒。“两新”组织作为推动新时代我国经济社会发展的一支重要力量，在推动创新、增加",2023.2,"","",""
"二十大精神学习","全面从严治党","comprehensive-strict-governance","NGC05I0923025_2303","新时代加强“两新”党组织建设（下）","孙林","",32,"专家讲授精制视频","习近平总书记在党的二十大报告中指出，要加强新经济组织、新社会组织党的建设，把基层党组织建设成为有效实现党的领导的坚强战斗堡垒。“两新”组织作为推动新时代我国经济社会发展的一支重要力量，在推动创新、增加",2023.2,"","",""
"二十大精神学习","全面从严治党","comprehensive-strict-governance","NGC05I1124055_2405","新时代加强学习型党组织建设的着力点","郭亚丁","",49,"专家讲授精制视频","我们党依靠学习创造了历史，更要依靠学习走向未来。加强学习型政党建设，不仅彰显了党的优良传统和工作作风，对于提升党员干部综合素质，推进全面从严治党，提升党的执政能力具有重要意义。本课程由全国党的建设研究",2024.5,"","",""
"二十大精神学习","全面从严治党","comprehensive-strict-governance","NGC05N0524075_2407","坚持依法治国与依规治党的有机统一","于连坤","",47,"专家讲授精制视频","依法治国是党的重要治国方略，党内法规制度建设则是依规治党的重要内容；依法治国是规范国家和社会的行为，依规治党是规范执政党的行为，二者相辅相成，具有内在统一性。坚持依法治国与依规治党有机结合，就是要把依",2024.7,"","",""
"二十大精神学习","全面从严治党","comprehensive-strict-governance","NGC05N0624075_2407","推进依法治国与依规治党有机统一的主要举措","于连坤","",30,"专家讲授精制视频","党的十八大以来，以习近平同志为核心的党中央着眼于党长期执政和国家长治久安，推进国家治理现代化理论创新、制度创新、实践创新，确立法治为治国理政的基本方式，依规治党为管党治党的基本方式，坚持依法治国和依规",2024.7,"","",""
"二十大精神学习","全面从严治党","comprehensive-strict-governance","NGC05I1124125_2412","关于政党制度及其形成的条件","郭亚丁","",35,"专家讲授精制视频","政党政治是现代政治的主要运作方式，政党制度则是政党政治的运转基础。政党制度指的是一个国家通过政党进行政治活动的方式或状态。一个国家政党制度的形成，是由该国的政治经济状况、民族文化传统和特定的社会历史条",2024.12,"","",""
"二十大精神学习","全面从严治党","comprehensive-strict-governance","NGC05I1224125_2412","中国政党制度形成与发展、特点与优势","郭亚丁","",38,"专家讲授精制视频","习近平总书记在庆祝中国人民政治协商会议成立75周年大会上指出，要坚持好、发展好、完善好中国新型政党制度。中国共产党领导的多党合作和政治协商制度作为我国一项基本政治制度，是中国共产党领导各民主党派、无党",2024.12,"","",""
"二十大精神学习","全面从严治党","comprehensive-strict-governance","NGC05I1324125_2412","坚持发展完善好中国新型政党制度","郭亚丁","",46,"专家讲授精制视频","政党制度是现代民主政治的重要组成部分。中国共产党领导的多党合作和政治协商制度作为我国一项基本政治制度，它既不同于西方国家的两党或多党竞争制，也有别于有的国家实行的一党制。其形成和发展是中国近现代历史发",2024.12,"","",""
"二十大精神学习","全面从严治党","comprehensive-strict-governance","GC06I0715055_1506","全面从严治党的基本功：思想建党、制度治党、法治权钱","吕品","",62,"精品三分屏","本课程由中央党校党建部党的领导与领导科学教研室副主任、副教授吕品主讲，主要内容有：一、思想建党；二、制度建设；三、法治权钱。",2015.5,"6f5fd2a3-7a79-58de-8045-cd01940b79e8","全面从严治党的基本功：思想建党、制度治党、法治权钱","政治理论"
"二十大精神学习","全面从严治党","comprehensive-strict-governance","GC06I0815055_1506","全面从严治党基本要求","孙林","",60,"精品三分屏","本课程由中央党校党建部讲师、博士孙林主讲，主要内容有：一、全面从严的要求；二、重点突出的要求；三、手段现代的要求；四、全面从严治党需要解决的几个问题。",2015.5,"","",""
"二十大精神学习","全面从严治党","comprehensive-strict-governance","GC06I0915055_1506","全面从严治党着力点——坚定不移推进党风廉政建设和反腐败斗争","孙林","",58,"精品三分屏","本课程由中央党校党建部讲师、博士主讲，主要内容有：一、全面从严治党着力点在党风廉政建设和反腐败斗争上；二、党风廉政建设和反腐败斗争形势依然严峻；三、坚定不移推进党风廉政建设和反腐败斗争。",2015.5,"","",""
"二十大精神学习","全面从严治党","comprehensive-strict-governance","GC06I1015055_1506","全面从严治党重点：科学建设与从严管理干部队伍","吕品","",68,"精品三分屏","本课程由中央党校党建部党的领导与领导科学教研室副主任、副教授吕品主讲，主要内容有：一、全面从严治党的重点是科学建设与从严管理干部队伍；二、从严教育，夯实思想基础；三、从严选拔，把好用人关口；四、从严管",2015.5,"","",""
"二十大精神学习","全面从严治党","comprehensive-strict-governance","GC06N1716095_1610","全面选拔人才：“四个全面”布局的坚强后盾","刘海飞","",41,"精品三分屏","本课程由中国社会科学院马克思主义研究院助理研究员刘海飞主讲，主要内容有：一、提出五湖四海选拔任用好干部的要求；二、制定五湖四海选拔任用好干部的标准；三、强调五湖四海选拔任用好干部的原则；四、严格五湖四",2016.9,"","",""
"二十大精神学习","全面从严治党","comprehensive-strict-governance","GC06I2118075_1808","协商民主的制度化发展与党的领导","聂月岩","",22,"精品三分屏","本课程由首都师范大学政法学院政治学系主任、博士生导师聂月岩教授主讲，主要内容有：一、推动协商民主制度化发展；二、社会主义协商民主必须坚持中国共产党的领导。",2018.7,"b60e4cb1-2b7b-5a98-b5fc-0a2e6a186ec0","协商民主的制度化发展与党的领导","政治理论"
"二十大精神学习","全面从严治党","comprehensive-strict-governance","GC06I0620025_2003","《干部选拔任用工作监督检查和责任追究办法》解读（上）","任进","",20,"精品三分屏","本课程由中共中央党校（国家行政学院）政治和法律教研部教授、博士生导师任进主讲，围绕《干部选拔任用工作监督检查和责任追究办法》出台的背景和主要看点这一话题，重点讲述了以下内容：制定《干部选拔任用工作监督",2020.2,"","",""
"二十大精神学习","全面从严治党","comprehensive-strict-governance","GC06I0720025_2003","《干部选拔任用工作监督检查和责任追究办法》解读（下）","任进","",41,"精品三分屏","本课程由中共中央党校（国家行政学院）政治和法律教研部教授、博士生导师任进主讲，重点讲述了《干部选拔任用工作监督检查和责任追究办法》的主要内容，包括：总则、监督检查重点内容、监督检查工作机制、任前事项报",2020.2,"","",""
"二十大精神学习","全面从严治党","comprehensive-strict-governance","NGC06N1823115_2312","新时代新担当新作为——做政治过硬、本领高强的领导干部（上）","黄苇町","",34,"专家讲授精制视频","我们党选拔任用干部，放在首位的标准就是政治标准。只有政治合格的干部才是合格的干部，只有政治过硬的干部才有可能成为真正的好干部。在政治过硬的基础上，好的干部还要有干事创业为民服务的高强本领。要实事求是担",2023.11,"","",""
"二十大精神学习","全面从严治党","comprehensive-strict-governance","NGC06N1923115_2312","新时代新担当新作为——做政治过硬、本领高强的领导干部（中）","黄苇町","",34,"专家讲授精制视频","我们党选拔任用干部，放在首位的标准就是政治标准。只有政治合格的干部才是合格的干部，只有政治过硬的干部才有可能成为真正的好干部。在政治过硬的基础上，好的干部还要有干事创业为民服务的高强本领。要实事求是担",2023.11,"","",""
"二十大精神学习","全面从严治党","comprehensive-strict-governance","NGC06N2023115_2312","新时代新担当新作为——做政治过硬、本领高强的领导干部（下）","黄苇町","",30,"专家讲授精制视频","我们党选拔任用干部，放在首位的标准就是政治标准。只有政治合格的干部才是合格的干部，只有政治过硬的干部才有可能成为真正的好干部。在政治过硬的基础上，好的干部还要有干事创业为民服务的高强本领。要实事求是担",2023.11,"","",""
"二十大精神学习","全面从严治党","comprehensive-strict-governance","NGC06N0824075_2407","防范化解金融风险问责","吴英杰","",30,"专家讲授精制视频","金融安全是国家安全的重要组成部分，是经济平稳健康发展的重要基础。维护金融安全，是关系我国经济社会发展全局的一件带有战略性、根本性的大事。防范化解金融风险，事关国家安全、发展全局、人民财产安全，是实现高",2024.7,"","",""
"二十大精神学习","全面从严治党","comprehensive-strict-governance","GC07I1116025_1603","以习近平总书记重要讲话为指导，务求2016年全面从严治党取得新成效","高新民","",63,"精品三分屏","本课程由中央党校党建部教授高新民主讲，主要内容有：一、全面从严治党是“四个全面”战略布局的重要组成部分；二、全面从严治党基本形势判断；三、全面从严治党永远在路上。",2016.2,"","",""
"二十大精神学习","全面从严治党","comprehensive-strict-governance","GC07I1316025_1603","标本兼治 净化政治生态","刘春","",58,"精品三分屏","本课程由中央党校研究生院副院长、教授、博导刘春主讲，主要内容有：一、标本兼治和政治生态；二、净化政治生态的五大措施。",2016.2,"","",""
"二十大精神学习","全面从严治党","comprehensive-strict-governance","GC07I1416025_1603","推动全面从严治党向基层延伸","刘春","",63,"精品三分屏","本课程由中央党校研究生院副院长、教授、博导刘春主讲，主要内容有：一、全面从严治党向基层延伸的重要性和必要性；二、当前基层的党风政风问题；三、如何推动全面从严治党向基层延伸。",2016.2,"","",""
"二十大精神学习","全面从严治党","comprehensive-strict-governance","GC07I1516025_1603","2016年反腐倡廉七项工作——严明党的纪律、完善监督制度","张希贤","",43,"精品三分屏","本课程由中央党校党建部教授、博导张希贤主讲，主要内容有：一、严明党的纪律；二、完善监督制度。",2016.2,"","",""
"二十大精神学习","全面从严治党","comprehensive-strict-governance","GC07I1816025_1604","深化体制机制改革，夯实管党治党责任","李良栋","",53,"精品三分屏","本课程由中央党校政法教研部教授李良栋主讲，主要内容有：一、巩固和深化落实全面从严治党主体责任成果；二、制定党内问责条例，把问责作为从严治党的重要抓手，让失责必问成为常态；三、强化派驻监督，发挥“派”的",2016.2,"","",""
"二十大精神学习","全面从严治党","comprehensive-strict-governance","GC07I1916025_1605","反腐倡廉：推动全面从严治党向基层延伸","张希贤","",44,"精品三分屏","本课程由中央党校党建部教授张希贤主讲，主要内容有：一、第十八届中纪委第六次全体会议关于反腐倡廉的三大亮点；二、严抓基层的贪腐和执法不公问题。",2016.2,"","",""
"二十大精神学习","全面从严治党","comprehensive-strict-governance","GC07I2016025_1605","严明党的纪律，完善监督制度（上）","陈冬生","",43,"精品三分屏","本课程是《严明党的纪律，完善监督制度》系列课程的上半部分，由中央党校马克思主义学院教研室主任陈冬生教授主讲，主要内容有：一、习近平总书记在十八届中央纪委六次全会上的讲话亮点；二、为什么要将纪律挺在前面",2016.2,"","",""
"二十大精神学习","全面从严治党","comprehensive-strict-governance","GC07I2116025_1605","严明党的纪律，完善监督制度（下）","陈冬生","",53,"精品三分屏","本课程是《严明党的纪律，完善监督制度》系列课程的下半部分，由中央党校马克思主义学院教研室主任陈冬生教授主讲，围绕“为什么要将纪律挺在前面”这一主题，主要内容有：党的纪律的特点和内涵；加强纪律建设的现实",2016.2,"","",""
"二十大精神学习","全面从严治党","comprehensive-strict-governance","GC07I2416035_1606","健全“明规矩”，破除“潜规则”——通过完善监督制度 全面推进党的纪律建设","陈冬生","",27,"精品三分屏","本课程由中共中央党校马克思主义学院教研室主任、教授陈冬生主讲，主要内容有：一、以“三情”方式落实监督执纪“四种形态”；二、以监督执纪“四种形态”促成“三不机制”；三、通过完善监督制度，全面推进党的纪律",2016.3,"","",""
"二十大精神学习","全面从严治党","comprehensive-strict-governance","GC07N1916095_1610","全面从严治党，应当从小事做起","莫纪宏","",74,"精品三分屏","本课程由中国社会科学院法学研究所研究员莫纪宏主讲，主要内容有：一、全面从严治党要从小事做起：古代圣贤治国理政启示；二、全面从严治党要从小事做起：我们党历的优良传统；三、全面从严治党要从小事做起：十八大",2016.9,"","",""
"二十大精神学习","全面从严治党","comprehensive-strict-governance","GC07N2016095_1610","国际视野下全面从严治党的历史方位和时代特征","董佳","",21,"精品三分屏","本课程由中国人民大学马克思主义学院副教授董佳主讲，主要内容有：一、党中央治国理政新战略形成的时代背景；二、中国的发展关键在党；三、在国际视野下看全面从严治党。",2016.9,"","",""
"二十大精神学习","全面从严治党","comprehensive-strict-governance","GC07I2416125_1701","党内监督的基本制度遵循","任进","",52,"精品三分屏","本课程由国家行政学院法学部教授、博士生导师任进主讲，主要内容有：一、党委（党组）全面监督的主要制度；二、《中国共产党党内监督条例》的贯彻落实。",2016.12,"","",""
"二十大精神学习","全面从严治党","comprehensive-strict-governance","GC07I2516125_1701","党的十八大以来全面从严治党的光辉历程","陶元浩","",59,"精品三分屏","本课程由中央党校党建部讲师陶元浩主讲，主要内容有：一、以作风建设开局起步，党风政风焕然一新；二、以铁腕反腐先声夺人，反腐败斗争压倒性态势正在形成；三、以思想建党凝心聚力，全党共同思想基础更加巩固；四、",2016.12,"","",""
"二十大精神学习","全面从严治党","comprehensive-strict-governance","GC07I2317015_1702","全面从严治党的新任务——中纪委七中全会精神解读","杨小军","",53,"精品三分屏","本课程由国家行政学院法学部副主任杨小军教授主讲，主要内容有：一、全面从严治党的新形势；二、全面从严治党的重要启示；三、全面从严治党的新任务。",2017.1,"","",""
